id,equipment,position
https://www.muscleandstrength.com/exercises/kettlebell-lateral-lunge,['kettlebell'],[]
https://www.muscleandstrength.com/exercises/abdominal-barbell-rollouts.html,['barbell'],[]
https://www.muscleandstrength.com/exercises/dumbbell-side-bends.html,[],['stand']
https://www.muscleandstrength.com/exercises/twisting-hanging-knee-raise.html,[],[]
https://www.muscleandstrength.com/exercises/2-kb-kettlebell-clean,['kettlebell'],[]
https://www.muscleandstrength.com/exercises/resistance-banded-dumbbell-bench-press,"['dumbbell', 'bench']","['sit', 'lay']"
https://www.muscleandstrength.com/exercises/ab-crunch,[],"['supine', 'lay']"
https://www.muscleandstrength.com/exercises/russian-twist.html,[],['lay']
https://www.muscleandstrength.com/exercises/decline-situp.html,['bench'],['sit']
https://www.muscleandstrength.com/exercises/palms-in-dumbbell-bench-press.html,"['dumbbell', 'bench']","['sit', 'lay']"
https://www.muscleandstrength.com/exercises/incline-cable-flys.html,"['bench', 'cable']","['sit', 'lay']"
https://www.muscleandstrength.com/exercises/cable-underhand-pull-down.html,"['bar', 'bench']",['sit']
https://www.muscleandstrength.com/exercises/lying-barbell-curl-on-incline-bench.html,"['barbell', 'bench']",['lay']
https://www.muscleandstrength.com/exercises/standing-dumbbell-drag-curl,['dumbbell'],[]
https://www.muscleandstrength.com/exercises/incline-bench-dumbbell-curl.html,"['dumbbell', 'bench']",[]
https://www.muscleandstrength.com/exercises/close-grip-cable-curl.html,"['bar', 'cable']",['stand']
https://www.muscleandstrength.com/exercises/alternate-seated-hammer-curl.html,['dumbbell'],['sit']
https://www.muscleandstrength.com/exercises/seated-barbell-curl.html,"['barbell', 'bench']",['sit']
https://www.muscleandstrength.com/exercises/double-jump-jump-ropes,[],[]
https://www.muscleandstrength.com/exercises/hack-calf-raise.html,[],['stand']
https://www.muscleandstrength.com/exercises/peroneal-tiger-tail,[],[]
https://www.muscleandstrength.com/exercises/one-leg-smith-machine-seated-calf-raise.html,['bar'],['sit']
https://www.muscleandstrength.com/exercises/exercise-ball-on-the-wall-calf-raise.html,['dumbbell'],[]
https://www.muscleandstrength.com/exercises/rocking-standing-calf-raise.html,['barbell'],['stand']
https://www.muscleandstrength.com/exercises/posterior-calf-tiger-tail,[],[]
https://www.muscleandstrength.com/exercises/one-arm-dumbbell-bench-press.html,"['dumbbell', 'bench']",['sit']
https://www.muscleandstrength.com/exercises/alternate-dumbbell-bench-press-high-start.html,"['dumbbell', 'bench']","['sit', 'lay']"
https://www.muscleandstrength.com/exercises/wall-push-up,[],['stand']
https://www.muscleandstrength.com/exercises/decline-smith-machine-bench-press.html,['bar'],['lie']
https://www.muscleandstrength.com/exercises/smith-machine-seated-toe-raise.html,['bar'],['sit']
https://www.muscleandstrength.com/exercises/dumbbell-twist-fly,"['dumbbell', 'bench']","['sit', 'lay']"
https://www.muscleandstrength.com/exercises/decline-dumbbell-twist-fly,['dumbbell'],"['sit', 'lay']"
https://www.muscleandstrength.com/exercises/rotational-grip-dumbbell-bench-press,"['dumbbell', 'bench']","['sit', 'lay']"
https://www.muscleandstrength.com/exercises/reverse-grip-incline-bench-press.html,"['bar', 'barbell', 'bench']",['lay']
https://www.muscleandstrength.com/exercises/kettlebell-push-up,[],[]
https://www.muscleandstrength.com/exercises/palms-in-decline-dumbbell-bench-press.html,['dumbbell'],"['sit', 'lay']"
https://www.muscleandstrength.com/exercises/push-up-jacks,[],[]
https://www.muscleandstrength.com/exercises/wide-grip-decline-bench-press,['bar'],['lie']
https://www.muscleandstrength.com/exercises/eccentric-only-push-up,[],[]
https://www.muscleandstrength.com/exercises/twisting-standing-dumbbell-curl.html,['dumbbell'],['stand']
https://www.muscleandstrength.com/exercises/swiss-ball-preacher-curl.html,['barbell'],[]
https://www.muscleandstrength.com/exercises/hammer-bar-preacher-curl.html,['bar'],['sit']
https://www.muscleandstrength.com/exercises/wide-grip-cable-curl.html,"['bar', 'cable']",['stand']
https://www.muscleandstrength.com/exercises/one-arm-prone-dumbbell-curl.html,['dumbbell'],[]
https://www.muscleandstrength.com/exercises/one-arm-preacher-curl.html,['dumbbell'],['sit']
https://www.muscleandstrength.com/exercises/toes-in-standing-machine-calf-raise,[],[]
https://www.muscleandstrength.com/exercises/one-arm-prone-hammer-dumbbell-curl.html,['dumbbell'],[]
https://www.muscleandstrength.com/exercises/skipping-jump-rope,[],[]
https://www.muscleandstrength.com/exercises/wide-grip-ez-bar-curl.html,[],[]
https://www.muscleandstrength.com/exercises/floor-calf-raise.html,[],['stand']
https://www.muscleandstrength.com/exercises/unilateral-circle-jump-rope,[],[]
https://www.muscleandstrength.com/exercises/toes-in-smith-machine-calf-raise.html,['bar'],['stand']
https://www.muscleandstrength.com/exercises/lying-wide-dumbbell-curl.html,[],"['lay', 'lie']"
https://www.muscleandstrength.com/exercises/banded-tibialis-raise,['kettlebell'],[]
https://www.muscleandstrength.com/exercises/toes-out-standing-calf-raise,[],[]
https://www.muscleandstrength.com/exercises/cable-concentration-curl.html,"['bar', 'cable']",['sit']
https://www.muscleandstrength.com/exercises/two-arm-cable-curl.html,['cable'],['stand']
https://www.muscleandstrength.com/exercises/one-arm-dumbbell-hammer-preacher-curl.html,['dumbbell'],['sit']
https://www.muscleandstrength.com/exercises/prone-incline-hammer-curl.html,['dumbbell'],[]
https://www.muscleandstrength.com/exercises/two-arm-cable-curl-on-incline-bench.html,['bench'],['lay']
https://www.muscleandstrength.com/exercises/incline-hammer-curl.html,"['dumbbell', 'bench']","['sit', 'lay']"
https://www.muscleandstrength.com/exercises/squatting-cable-curl.html,"['bar', 'cable']",['stand']
https://www.muscleandstrength.com/exercises/close-grip-ez-bar-curl.html,['bar'],['stand']
https://www.muscleandstrength.com/exercises/seated-cable-curl.html,"['bar', 'cable']",['sit']
https://www.muscleandstrength.com/exercises/barbell-hammer-curl.html,['bar'],['stand']
https://www.muscleandstrength.com/exercises/swiss-ball-dumbbell-curl.html,['dumbbell'],['sit']
https://www.muscleandstrength.com/exercises/incline-bench-hammer-curl.html,"['dumbbell', 'bench']",[]
https://www.muscleandstrength.com/exercises/seated-hammer-curl.html,['dumbbell'],['sit']
https://www.muscleandstrength.com/exercises/lying-cable-curl-floor.html,['bar'],"['sit', 'lay', 'lie']"
https://www.muscleandstrength.com/exercises/seated-dumbbell-reverse-curl,['dumbbell'],[]
https://www.muscleandstrength.com/exercises/rope-cable-preacher-curl.html,"['bar', 'bench', 'cable']",['sit']
https://www.muscleandstrength.com/exercises/bicep-curl-sled-drag,[],[]
https://www.muscleandstrength.com/exercises/lying-high-pulley-cable-curl.html,"['bar', 'bench', 'cable']","['sit', 'lay', 'lie']"
https://www.muscleandstrength.com/exercises/zottman-preacher-curl.html,[],['sit']
https://www.muscleandstrength.com/exercises/one-arm-standing-dumbbell-curl.html,['dumbbell'],['stand']
https://www.muscleandstrength.com/exercises/alternate-incline-hammer-curl.html,"['dumbbell', 'bench']","['sit', 'lay']"
https://www.muscleandstrength.com/exercises/one-arm-seated-hammer-curl.html,['dumbbell'],['sit']
https://www.muscleandstrength.com/exercises/barbell-concentration-curl.html,['barbell'],['sit']
https://www.muscleandstrength.com/exercises/alternate-dumbbell-hammer-preacher-curl.html,['dumbbell'],['sit']
https://www.muscleandstrength.com/exercises/alternate-dumbbell-preacher-curl.html,['dumbbell'],['sit']
https://www.muscleandstrength.com/exercises/lying-high-pulley-close-grip-cable-curl.html,"['bar', 'bench', 'cable']","['sit', 'lay', 'lie']"
https://www.muscleandstrength.com/exercises/decline-cable-flys.html,"['bench', 'cable']","['sit', 'lay']"
https://www.muscleandstrength.com/exercises/tall-kneeling-medicine-ball-chest-pass,[],[]
https://www.muscleandstrength.com/exercises/1-board-bench-press,['bar'],['lie']
https://www.muscleandstrength.com/exercises/cable-chest-press.html,[],[]
https://www.muscleandstrength.com/exercises/plyometric-clapping-push-up,[],[]
https://www.muscleandstrength.com/exercises/straight-bar-dip,[],[]
https://www.muscleandstrength.com/exercises/alternate-dumbbell-flys.html,['dumbbell'],"['sit', 'lay']"
https://www.muscleandstrength.com/exercises/incline-push-ups.html,['bench'],[]
https://www.muscleandstrength.com/exercises/bosu-ball-push-up,[],[]
https://www.muscleandstrength.com/exercises/wide-grip-push-ups.html,[],[]
https://www.muscleandstrength.com/exercises/flat-bench-cable-flys.html,[],"['sit', 'lay']"
https://www.muscleandstrength.com/exercises/guillotine-press.html,"['bar', 'barbell', 'bench']",['lay']
https://www.muscleandstrength.com/exercises/wide-grip-bench-press.html,['bar'],['lie']
https://www.muscleandstrength.com/exercises/alternating-single-leg-jump-rope,[],[]
https://www.muscleandstrength.com/exercises/hover.html,[],['lay']
https://www.muscleandstrength.com/exercises/sit-up.html,[],"['supine', 'lay']"
https://www.muscleandstrength.com/exercises/side-hover.html,[],['lay']
https://www.muscleandstrength.com/exercises/standing-alternate-dumbbell-reverse-curl.html,['dumbbell'],['stand']
https://www.muscleandstrength.com/exercises/one-arm-reverse-dumbbell-preacher-curl.html,['dumbbell'],['sit']
https://www.muscleandstrength.com/exercises/fat-gripz-dumbbell-farmers-carry,['dumbbell'],[]
https://www.muscleandstrength.com/exercises/lying-floor-leg-raise.html,[],"['supine', 'lay']"
https://www.muscleandstrength.com/exercises/zercher-carry,['bar'],['stand']
https://www.muscleandstrength.com/exercises/dumbbell-wrist-curl.html,['dumbbell'],['sit']
https://www.muscleandstrength.com/exercises/shoulder-tap-push-up,[],[]
https://www.muscleandstrength.com/exercises/prone-incline-dumbbell-curl.html,['dumbbell'],[]
https://www.muscleandstrength.com/exercises/barbell-pullover.html,"['bar', 'barbell', 'bench']",[]
https://www.muscleandstrength.com/exercises/one-arm-dumbbell-fly,"['dumbbell', 'bench']","['sit', 'lay']"
https://www.muscleandstrength.com/exercises/smith-machine-bench-press.html,['bar'],['lay']
https://www.muscleandstrength.com/exercises/plyometric-push-up,[],[]
https://www.muscleandstrength.com/exercises/deep-push-ups.html,['bench'],[]
