workout_name,relation,exercise
eugen-sandow-workout_1,INCLUDES,cable tricep extension with v-bar
4-week-arm-ageddon-blast-arm-workout_2,INCLUDES,cable tricep extension with v-bar
4-week-arm-ageddon-blast-arm-workout_3,INCLUDES,cable tricep extension with v-bar
12-week-total-transformation-workout_0,INCLUDES,cable tricep extension with v-bar
5-day-workout-routine-for-women_1,INCLUDES,cable tricep extension with v-bar
push-pull-sample-planet-fitness-workout_1,INCLUDES,resistance band assisted pull up (from knee)
mountain-dog-ppl-workout_1,INCLUDES,resistance band assisted pull up (from knee)
september-starter-beginner-workout_1,INCLUDES,trap bar deadlift
tom-hardy-venom-workout_3,INCLUDES,trap bar deadlift
4-day-workout-to-build-muscle_1,INCLUDES,trap bar deadlift
chris-evans-workout-program_2,INCLUDES,trap bar deadlift
the-best-upper-body-workout-routine_3,INCLUDES,trap bar deadlift
mft-training_0,INCLUDES,trap bar deadlift
4-5-day-workout-for-building-muscle-and-strength_0,INCLUDES,trap bar deadlift
shul-workout_0,INCLUDES,trap bar deadlift
3-day-full-body-workout-for-tall-girls_1,INCLUDES,trap bar deadlift
5-day-workout-routine-for-women_4,INCLUDES,trap bar deadlift
a-b-2-day-workout-for-busy-people_0,INCLUDES,trap bar deadlift
full-body-workout-program-for-tall-guys_0,INCLUDES,trap bar deadlift
scarlett-johansson-workout-program_2,INCLUDES,trap bar deadlift
3-day-workout-routine-and-diet-for-beginners_0,INCLUDES,trap bar deadlift
8-week-full-body-womens-workout-routine_1,INCLUDES,trap bar deadlift
body-fat-blaster-8-week-workout_3,INCLUDES,trap bar deadlift
8-week-body-fat-demolition-workout_4,INCLUDES,trap bar deadlift
8-week-fat-incinerator-workout_2,INCLUDES,trap bar deadlift
creed-workout-program_4,INCLUDES,trap bar deadlift
4-day-upper-lower-planet-fitness-workout_2,INCLUDES,smith machine bent-over row
5-day-body-part-split-planet-fitness-workout_1,INCLUDES,smith machine bent-over row
6-day-push-pull-legs-planet-fitness-workout_4,INCLUDES,smith machine bent-over row
10-week-fat-torcher_3,INCLUDES,smith machine bent-over row
3-day-full-body-planet-fitness-workout_2,INCLUDES,smith machine bent-over row
24-doug---s-5-day-high-definition-routine.html_3,INCLUDES,smith machine bent-over row
4-day-upper-lower-planet-fitness-workout_2,INCLUDES,pull up
5-day-body-part-split-planet-fitness-workout_1,INCLUDES,pull up
tom-hardy-venom-workout_0,INCLUDES,pull up
george-hackenschmidt-inspired-workout_2,INCLUDES,pull up
sylvester-stallone-workout_1,INCLUDES,pull up
eugen-sandow-workout_1,INCLUDES,pull up
batman-workout-routine_7,INCLUDES,pull up
15-min-post-workout-fat-burning-cardio-circuit_2,INCLUDES,pull up
6-day-push-pull-legs-planet-fitness-workout_1,INCLUDES,pull up
2-workouts-to-help-grow-your-back_0,INCLUDES,pull up
4-day-advanced-upper-lower-workout-program-to-build-mass_0,INCLUDES,pull up
12-week-total-transformation-workout_7,INCLUDES,pull up
thor-ragnarok-chris-hemsworth-inspired-workout_0,INCLUDES,pull up
the-best-upper-body-workout-routine_8,INCLUDES,pull up
6-week-workout-program-to-build-lean-muscle_2,INCLUDES,pull up
conjugate-system-beginner-powerlifting-workout-phase-2_2,INCLUDES,pull up
conjugate-system-beginner-powerlifting-workout-phase-2_15,INCLUDES,pull up
4-day-at-home-womens-workout_1,INCLUDES,pull up
brie-larson-workout-routine_0,INCLUDES,pull up
brie-larson-workout-routine_2,INCLUDES,pull up
conjugate-system-beginner-powerlifting-workout-phase-1_15,INCLUDES,pull up
4-5-day-workout-for-building-muscle-and-strength_1,INCLUDES,pull up
shul-workout_1,INCLUDES,pull up
henry-cavill-workout_3,INCLUDES,pull up
zac-efron-workout_0,INCLUDES,pull up
12-week-military-workout-program_4,INCLUDES,pull up
vernon-davis-push-pull-superset-workout_0,INCLUDES,pull up
in-season-workout-routine-for-basketball-players_0,INCLUDES,pull up
8-week-full-body-womens-workout-routine_1,INCLUDES,pull up
6-week-navy-seal-workout-routine_6,INCLUDES,pull up
10-week-fat-torcher_1,INCLUDES,pull up
best-full-body-workout-routine-for-women_2,INCLUDES,pull up
12-week-fat-annihilation-workout_0,INCLUDES,pull up
12-week-fat-annihilation-workout_3,INCLUDES,pull up
6-week-high-intensity-functional-training-workout_2,INCLUDES,pull up
chadwick-boseman-workout-program_0,INCLUDES,pull up
8-week-body-fat-demolition-workout_2,INCLUDES,pull up
6-week-extreme-fat-loss-workout_0,INCLUDES,pull up
6-week-extreme-fat-loss-workout_2,INCLUDES,pull up
8-week-muscle-building-bodyweight-workout_2,INCLUDES,pull up
8-week-muscle-building-bodyweight-workout_3,INCLUDES,pull up
8-week-muscle-building-bodyweight-workout_4,INCLUDES,pull up
8-week-muscle-building-bodyweight-workout_5,INCLUDES,pull up
8-week-muscle-building-bodyweight-workout_6,INCLUDES,pull up
5-day-body-part-split-planet-fitness-workout_3,INCLUDES,machine lateral raise
dave-bautista-workout-program_0,INCLUDES,machine lateral raise
john-cena-workout-routine_3,INCLUDES,machine lateral raise
6-day-push-pull-legs-planet-fitness-workout_3,INCLUDES,machine lateral raise
deltoid-destruction-workout_0,INCLUDES,machine lateral raise
12-week-total-transformation-workout_3,INCLUDES,machine lateral raise
5-day-workout-routine-for-women_3,INCLUDES,machine lateral raise
mission-aesthetics-10-week-fat-loss-workout_1,INCLUDES,machine lateral raise
charles-glass-beginners-essentials-bodybuilding-workout_0,INCLUDES,machine lateral raise
5-day-body-part-split-planet-fitness-workout_4,INCLUDES,cable curl (rope extension)
sylvester-stallone-workout_0,INCLUDES,cable curl (rope extension)
4-week-arm-ageddon-blast-arm-workout_1,INCLUDES,cable curl (rope extension)
6-week-workout-program-to-build-lean-muscle_1,INCLUDES,cable curl (rope extension)
m-f-workout-routine_4,INCLUDES,cable curl (rope extension)
10-week-fat-torcher_5,INCLUDES,cable curl (rope extension)
23-doug--s-mega-cutting-routine.html_2,INCLUDES,cable curl (rope extension)
5-day-body-part-split-planet-fitness-workout_4,INCLUDES,high pulley overhead tricep extension
himl-4-maximum-muscle-building-workout-system.html_14,INCLUDES,high pulley overhead tricep extension
30-day-military-athlete-workout-program_2,INCLUDES,high pulley overhead tricep extension
triple-header-tricep-workout_1,INCLUDES,high pulley overhead tricep extension
4-5-day-workout-for-building-muscle-and-strength_4,INCLUDES,high pulley overhead tricep extension
band-barbell-workout_0,INCLUDES,banded lateral raise
conditioning-comeback-8-week-conditioning-workout_1,INCLUDES,banded lateral raise
in-season-workout-routine-for-basketball-players_0,INCLUDES,banded lateral raise
6-week-high-intensity-functional-training-workout_4,INCLUDES,banded lateral raise
band-barbell-workout_1,INCLUDES,close grip standing barbell curl
spring-cleaning-12-weeks-to-shredded_9,INCLUDES,close grip standing barbell curl
band-barbell-workout_1,INCLUDES,wide grip standing barbell curl
4-day-ppl-and-v-taper-intensifier-workout_1,INCLUDES,wide grip standing barbell curl
spring-cleaning-12-weeks-to-shredded_9,INCLUDES,wide grip standing barbell curl
band-barbell-workout_2,INCLUDES,banded good morning
conditioning-comeback-8-week-conditioning-workout_0,INCLUDES,banded good morning
8-week-wheels-workout_0,INCLUDES,banded good morning
henry-cavill-workout_0,INCLUDES,banded good morning
band-barbell-workout_2,INCLUDES,walking barbell lunge
himl-4-maximum-muscle-building-workout-system.html_9,INCLUDES,walking barbell lunge
5-day-muscle-and-strength-building-workout-split_4,INCLUDES,walking barbell lunge
summer-burn-12-week-fat-melting-workout_1,INCLUDES,walking barbell lunge
limited-equipment-home-workout_1,INCLUDES,decline push up (feet on bench)
batman-workout-routine_4,INCLUDES,decline push up (feet on bench)
batman-workout-routine_9,INCLUDES,decline push up (feet on bench)
30-day-military-athlete-workout-program_0,INCLUDES,decline push up (feet on bench)
300-rise-new-you-workout-muscular-ripped_0,INCLUDES,decline push up (feet on bench)
marc-megna-football-training-program-meal-plan_13,INCLUDES,decline push up (feet on bench)
return-to-ripped_0,INCLUDES,decline push up (feet on bench)
8-week-muscle-building-bodyweight-workout_2,INCLUDES,decline push up (feet on bench)
8-week-muscle-building-bodyweight-workout_3,INCLUDES,decline push up (feet on bench)
8-week-muscle-building-bodyweight-workout_4,INCLUDES,decline push up (feet on bench)
8-week-muscle-building-bodyweight-workout_5,INCLUDES,decline push up (feet on bench)
8-week-muscle-building-bodyweight-workout_6,INCLUDES,decline push up (feet on bench)
8-week-muscle-building-bodyweight-workout_7,INCLUDES,decline push up (feet on bench)
3-day-kettlebell-bodyweight_0,INCLUDES,one arm bent over dumbbell reverse fly
3-day-kettlebell-bodyweight_0,INCLUDES,one arm dumbbell fly
single-pair-dumbbell-bodyweight-workout_2,INCLUDES,one arm dumbbell fly
3-day-kettlebell-bodyweight_0,INCLUDES,two arm standing dumbbell extension
chris-evans-workout-program_4,INCLUDES,two arm standing dumbbell extension
12-week-total-transformation-workout_0,INCLUDES,two arm standing dumbbell extension
6-day-dumbbell-only-workout_0,INCLUDES,two arm standing dumbbell extension
5-day-dumbbell-only-workout-split_4,INCLUDES,two arm standing dumbbell extension
conjugate-system-beginner-powerlifting-workout-phase-1_3,INCLUDES,two arm standing dumbbell extension
conjugate-system-beginner-powerlifting-workout-phase-1_13,INCLUDES,two arm standing dumbbell extension
womens-fitness-trainer-6-week-strength-workout_1,INCLUDES,two arm standing dumbbell extension
womens-fitness-trainer-6-week-fat-loss-workout_1,INCLUDES,two arm standing dumbbell extension
muscle-and-strength-womens-workout_1,INCLUDES,two arm standing dumbbell extension
scarlett-johansson-workout-program_3,INCLUDES,two arm standing dumbbell extension
3-day-kettlebell-bodyweight_1,INCLUDES,kettlebell goblet squat
upper-lower-kettlebell-workout_1,INCLUDES,kettlebell goblet squat
scarlett-johansson-workout-program_3,INCLUDES,kettlebell goblet squat
3-day-full-body-kettlebell-workout_0,INCLUDES,kettlebell goblet squat
3-day-kettlebell-bodyweight_1,INCLUDES,reverse crunch to dead bug
3-day-kettlebell-bodyweight_2,INCLUDES,standing barbell twist
total-body-torcher_0,INCLUDES,rotating mountain climber
total-body-torcher_1,INCLUDES,rotating mountain climber
total-body-torcher_1,INCLUDES,rotating mountain climber
30-day-military-athlete-workout-program_5,INCLUDES,rotating mountain climber
6-week-high-intensity-functional-training-workout_5,INCLUDES,rotating mountain climber
6-week-summer-workout-challenge_1,INCLUDES,rotating mountain climber
6-week-bodyweight-only-workout_0,INCLUDES,rotating mountain climber
6-week-bodyweight-only-workout_1,INCLUDES,rotating mountain climber
calisthenics-workout-to-improve-performance_1,INCLUDES,rotating mountain climber
calisthenics-workout-to-improve-performance_2,INCLUDES,rotating mountain climber
total-body-torcher_2,INCLUDES,standing stomach vacuum
5-day-home-muscle-building-workout_2,INCLUDES,seated dumbbell tricep extension
sylvester-stallone-workout_0,INCLUDES,seated dumbbell tricep extension
batman-workout-routine_9,INCLUDES,seated dumbbell tricep extension
guns-a-blazing-workout_0,INCLUDES,seated dumbbell tricep extension
himl-4-maximum-muscle-building-workout-system.html_10,INCLUDES,seated dumbbell tricep extension
the-next-step-6-week-intermediate-workout-program_1,INCLUDES,seated dumbbell tricep extension
dumbbell-only-upper-lower-workout-routine_0,INCLUDES,seated dumbbell tricep extension
4-day-maximum-mass-workout_1,INCLUDES,seated dumbbell tricep extension
power-physique-8-week-program_1,INCLUDES,seated dumbbell tricep extension
dumbbell-only-home-or-gym-fullbody-workout.html_0,INCLUDES,seated dumbbell tricep extension
fat-loss-inferno-5-day-workout_2,INCLUDES,seated dumbbell tricep extension
25-doug--s-super-shredding-routine.html_1,INCLUDES,seated dumbbell tricep extension
3-day-full-body-dumbbell-workout_1,INCLUDES,seated dumbbell tricep extension
5-day-home-muscle-building-workout_2,INCLUDES,dumbbell tricep kickback
dumbbell-barbell-mass-workout.html_2,INCLUDES,dumbbell tricep kickback
frankoman-dumbbell-only-split.html_0,INCLUDES,dumbbell tricep kickback
guns-of-glory-workout_0,INCLUDES,dumbbell tricep kickback
guns-a-blazing-workout_1,INCLUDES,dumbbell tricep kickback
4-week-arm-ageddon-blast-arm-workout_2,INCLUDES,dumbbell tricep kickback
the-next-step-6-week-intermediate-workout-program_1,INCLUDES,dumbbell tricep kickback
5-day-womens-dumbbell-only-workout_4,INCLUDES,dumbbell tricep kickback
fight-to-be-fit-workout_1,INCLUDES,dumbbell tricep kickback
scarlett-johansson-workout-program_3,INCLUDES,dumbbell tricep kickback
brandon-hendrickson-workout_4,INCLUDES,dumbbell tricep kickback
6-week-high-intensity-functional-training-workout_0,INCLUDES,dumbbell tricep kickback
intense-super-shred-40-minute-fat-blast_2,INCLUDES,dumbbell tricep kickback
23-doug--s-mega-cutting-routine.html_0,INCLUDES,dumbbell tricep kickback
3-day-whole-body-toning-workout.html_1,INCLUDES,dumbbell tricep kickback
26-doug--s-6-day-cutting-routine.html_3,INCLUDES,dumbbell tricep kickback
upper-lower-kettlebell-workout_0,INCLUDES,standing kettlebell press
upper-lower-kettlebell-workout_0,INCLUDES,bent over kettlebell row
upper-lower-kettlebell-workout_2,INCLUDES,bent over kettlebell row
3-day-full-body-kettlebell-workout_0,INCLUDES,bent over kettlebell row
3-day-full-body-kettlebell-workout_1,INCLUDES,bent over kettlebell row
6-week-high-intensity-functional-training-workout_2,INCLUDES,bent over kettlebell row
upper-lower-kettlebell-workout_1,INCLUDES,kettlebell sumo deadlift (1 kb)
3-day-full-body-kettlebell-workout_2,INCLUDES,kettlebell sumo deadlift (1 kb)
upper-lower-kettlebell-workout_1,INCLUDES,kettlebell romanian deadlift
3-day-full-body-kettlebell-workout_1,INCLUDES,kettlebell romanian deadlift
upper-lower-kettlebell-workout_1,INCLUDES,kettlebell reverse lunge
6-week-high-intensity-functional-training-workout_4,INCLUDES,kettlebell reverse lunge
upper-lower-kettlebell-workout_2,INCLUDES,kettlebell push up
upper-lower-kettlebell-workout_2,INCLUDES,kettlebell halo
upper-lower-kettlebell-workout_3,INCLUDES,1 kettlebell single leg deadlift
upper-lower-kettlebell-workout_3,INCLUDES,kettlebell step up
tom-hardy-venom-workout_0,INCLUDES,high pull
tom-hardy-venom-workout_2,INCLUDES,z press
chris-evans-workout-program_1,INCLUDES,z press
the-best-upper-body-workout-routine_6,INCLUDES,z press
full-body-workout-program-for-tall-guys_0,INCLUDES,z press
tom-hardy-venom-workout_2,INCLUDES,hang clean
tom-hardy-venom-workout_3,INCLUDES,glute ham raise (ghr)
shul-workout_0,INCLUDES,glute ham raise (ghr)
tom-hardy-venom-workout_3,INCLUDES,bodyweight lunge
chris-pratt-workout-program_4,INCLUDES,bodyweight lunge
4-week-leg-lashing-blast-workout-program_3,INCLUDES,bodyweight lunge
4-day-at-home-womens-workout_0,INCLUDES,bodyweight lunge
tactical-physique-strength-conditioning-workout_4,INCLUDES,bodyweight lunge
tactical-tabata_2,INCLUDES,bodyweight lunge
tactical-tabata_2,INCLUDES,bodyweight lunge
8-week-muscle-building-bodyweight-workout_0,INCLUDES,bodyweight lunge
8-week-muscle-building-bodyweight-workout_1,INCLUDES,bodyweight lunge
calisthenics-workout-to-improve-performance_1,INCLUDES,bodyweight lunge
calisthenics-workout-to-improve-performance_2,INCLUDES,bodyweight lunge
tom-hardy-venom-workout_4,INCLUDES,v-bar pull up
cobra-back-workout_0,INCLUDES,v-bar pull up
build-wider-back_4,INCLUDES,v-bar pull up
4-day-upper-lower-workout-for-tall-girls_0,INCLUDES,v-bar pull up
4-day-upper-lower-workout-for-tall-girls_0,INCLUDES,v-bar pull up
8-week-womens-workout-routine_1,INCLUDES,v-bar pull up
8-week-spring-shred-program_1,INCLUDES,v-bar pull up
tom-hardy-venom-workout_4,INCLUDES,push press
dave-bautista-workout-program_3,INCLUDES,push press
batman-workout-routine_4,INCLUDES,push press
30-day-military-athlete-workout-program_1,INCLUDES,push press
6-week-extreme-fat-loss-workout_1,INCLUDES,push press
george-hackenschmidt-inspired-workout_0,INCLUDES,clean & jerk
george-hackenschmidt-inspired-workout_0,INCLUDES,one arm seated dumbbell press
womens-fitness-trainer-6-week-strength-workout_2,INCLUDES,one arm seated dumbbell press
george-hackenschmidt-inspired-workout_1,INCLUDES,barbell hack squat
build-wider-back_3,INCLUDES,barbell hack squat
10-week-upper-lower-workout-for-women_3,INCLUDES,barbell hack squat
dave-bautista-workout-program_3,INCLUDES,cable shrug
himl-4-maximum-muscle-building-workout-system.html_15,INCLUDES,cable shrug
dave-bautista-workout-program_5,INCLUDES,prisoner squat
chris-pratt-workout-program_4,INCLUDES,prisoner squat
batman-workout-routine_8,INCLUDES,prisoner squat
15-min-post-workout-fat-burning-cardio-circuit_0,INCLUDES,prisoner squat
4-day-at-home-womens-workout_1,INCLUDES,prisoner squat
myers-glute-workout_0,INCLUDES,prisoner squat
scarlett-johansson-workout-program_1,INCLUDES,prisoner squat
3-day-at-home-womens-workout_0,INCLUDES,prisoner squat
3-day-at-home-womens-workout_2,INCLUDES,prisoner squat
6-week-navy-seal-workout-routine_1,INCLUDES,prisoner squat
chadwick-boseman-workout-program_1,INCLUDES,prisoner squat
6-week-extreme-fat-loss-workout_0,INCLUDES,prisoner squat
countdown-fitness-calisthenics-bodyweight-workout_0,INCLUDES,prisoner squat
countdown-fitness-calisthenics-bodyweight-workout_0,INCLUDES,prisoner squat
tactical-tabata_0,INCLUDES,prisoner squat
tactical-tabata_2,INCLUDES,prisoner squat
tactical-tabata_2,INCLUDES,prisoner squat
tactical-tabata_4,INCLUDES,prisoner squat
8-week-muscle-building-bodyweight-workout_0,INCLUDES,prisoner squat
8-week-muscle-building-bodyweight-workout_1,INCLUDES,prisoner squat
dumbbell-barbell-home-workout.html_0,INCLUDES,bench dip
hugh-jackman-workout-routine_3,INCLUDES,bench dip
guns-a-blazing-workout_1,INCLUDES,bench dip
himl-4-maximum-muscle-building-workout-system.html_14,INCLUDES,bench dip
30-day-military-athlete-workout-program_2,INCLUDES,bench dip
10-week-mass-building-program.html_0,INCLUDES,bench dip
tactical-physique-strength-conditioning-workout_4,INCLUDES,bench dip
intense-super-shred-40-minute-fat-blast_2,INCLUDES,bench dip
3-day-whole-body-toning-workout.html_2,INCLUDES,bench dip
8-week-muscle-building-bodyweight-workout_5,INCLUDES,bench dip
8-week-muscle-building-bodyweight-workout_6,INCLUDES,bench dip
yoked-thor-training-program-diet-plan_1,INCLUDES,alternate seated dumbbell curl
yoked-thor-training-program-diet-plan_2,INCLUDES,alternate seated dumbbell curl
dougs-mass-building-routine-for-ectomorphs.html_1,INCLUDES,alternate seated dumbbell curl
gain-mass-fast-20-week-program_0,INCLUDES,alternate seated dumbbell curl
gain-mass-fast-20-week-program_7,INCLUDES,alternate seated dumbbell curl
4-day-maximum-mass-workout_0,INCLUDES,alternate seated dumbbell curl
jason-blaha-ice-cream-fitness-5x5-novice-workout_0,INCLUDES,alternate seated dumbbell curl
jason-blaha-ice-cream-fitness-5x5-novice-workout_1,INCLUDES,alternate seated dumbbell curl
25-doug--s-super-shredding-routine.html_1,INCLUDES,alternate seated dumbbell curl
yoked-thor-training-program-diet-plan_8,INCLUDES,lying barbell curl on incline bench
sylvester-stallone-workout_2,INCLUDES,dumbbell split squat
the-best-upper-body-workout-routine_5,INCLUDES,dumbbell split squat
6-day-dumbbell-only-workout_5,INCLUDES,dumbbell split squat
5-day-dumbbell-only-workout-split_3,INCLUDES,dumbbell split squat
in-season-workout-routine-for-basketball-players_0,INCLUDES,dumbbell split squat
body-fat-blaster-8-week-workout_1,INCLUDES,dumbbell split squat
sylvester-stallone-workout_2,INCLUDES,abdominal barbell rollouts
sylvester-stallone-workout_5,INCLUDES,abdominal barbell rollouts
cobra-back-workout_1,INCLUDES,abdominal barbell rollouts
5-day-muscle-and-strength-building-workout-split_5,INCLUDES,abdominal barbell rollouts
m-f-workout-routine_3,INCLUDES,abdominal barbell rollouts
12-week-ab-workout-for-ab-definition-and-core-strength_1,INCLUDES,abdominal barbell rollouts
brie-larson-workout-routine_2,INCLUDES,abdominal barbell rollouts
marc-megna-football-training-program-meal-plan_8,INCLUDES,abdominal barbell rollouts
muscle-strength-full-body-workout-routine_0,INCLUDES,abdominal barbell rollouts
muscle-strength-full-body-workout-routine_2,INCLUDES,abdominal barbell rollouts
intense-super-shred-40-minute-fat-blast_1,INCLUDES,abdominal barbell rollouts
8-week-fat-incinerator-workout_2,INCLUDES,abdominal barbell rollouts
eugen-sandow-workout_0,INCLUDES,alternate standing dumbbell press
eugen-sandow-workout_1,INCLUDES,alternate standing dumbbell press
eugen-sandow-workout_0,INCLUDES,alternate standing dumbbell front raise
eugen-sandow-workout_1,INCLUDES,alternate dumbbell lateral raise
mountain-dog-ppl-workout_1,INCLUDES,meadows row
back-day-burnout_0,INCLUDES,meadows row
4-day-barbell-only-workout_2,INCLUDES,meadows row
mountain-dog-ppl-workout_1,INCLUDES,one-arm bent-over row
mountain-dog-ppl-workout_1,INCLUDES,bent over rear delt fly (head on bench)
12-week-total-transformation-workout_1,INCLUDES,bent over rear delt fly (head on bench)
mountain-dog-ppl-workout_1,INCLUDES,seated hammer curl
5-day-muscle-and-strength-building-workout-split_4,INCLUDES,seated hammer curl
hugh-jackman-workout-routine_0,INCLUDES,cable iron cross
4-day-maximum-mass-workout_1,INCLUDES,cable iron cross
25-doug--s-super-shredding-routine.html_4,INCLUDES,cable iron cross
24-doug---s-5-day-high-definition-routine.html_2,INCLUDES,cable iron cross
8-week-spring-shred-program_0,INCLUDES,cable iron cross
20-6-day-weight-cardio-cutting-workout.html_0,INCLUDES,cable iron cross
26-doug--s-6-day-cutting-routine.html_3,INCLUDES,cable iron cross
hugh-jackman-workout-routine_0,INCLUDES,weighted crunch
hugh-jackman-workout-routine_2,INCLUDES,weighted crunch
himl-4-maximum-muscle-building-workout-system.html_2,INCLUDES,weighted crunch
himl-4-maximum-muscle-building-workout-system.html_10,INCLUDES,weighted crunch
chris-evans-workout-program_4,INCLUDES,weighted crunch
the-best-upper-body-workout-routine_11,INCLUDES,weighted crunch
5-day-dumbbell-only-workout-split_1,INCLUDES,weighted crunch
4-week-beginner-core-strength_0,INCLUDES,weighted crunch
4-week-beginner-core-strength_1,INCLUDES,weighted crunch
4-week-beginner-core-strength_2,INCLUDES,weighted crunch
4-week-beginner-core-strength_3,INCLUDES,weighted crunch
power-physique-8-week-program_3,INCLUDES,weighted crunch
upper-lower-womens-dumbbell-only-workout_1,INCLUDES,weighted crunch
upper-lower-womens-dumbbell-only-workout_3,INCLUDES,weighted crunch
upper-lower-womens-dumbbell-only-workout_4,INCLUDES,weighted crunch
5-day-womens-dumbbell-only-workout_2,INCLUDES,weighted crunch
25-doug--s-super-shredding-routine.html_5,INCLUDES,weighted crunch
summer-burn-12-week-fat-melting-workout_2,INCLUDES,weighted crunch
single-pair-dumbbell-bodyweight-workout_1,INCLUDES,weighted crunch
hugh-jackman-workout-routine_2,INCLUDES,weighted chin up
4-day-ppl-and-v-taper-intensifier-workout_1,INCLUDES,weighted chin up
marc-megna-football-training-program-meal-plan_12,INCLUDES,weighted chin up
creed-workout-program_0,INCLUDES,weighted chin up
chris-pratt-workout-program_0,INCLUDES,standing dumbbell reverse curl
guns-of-glory-workout_0,INCLUDES,standing dumbbell reverse curl
4-day-advanced-upper-lower-workout-program-to-build-mass_2,INCLUDES,standing dumbbell reverse curl
6-day-dumbbell-only-workout_4,INCLUDES,standing dumbbell reverse curl
intense-super-shred-40-minute-fat-blast_2,INCLUDES,standing dumbbell reverse curl
23-doug--s-mega-cutting-routine.html_2,INCLUDES,standing dumbbell reverse curl
chris-pratt-workout-program_2,INCLUDES,bodyweight glute bridge
4-day-at-home-womens-workout_1,INCLUDES,bodyweight glute bridge
4-day-at-home-womens-workout_3,INCLUDES,bodyweight glute bridge
myers-glute-workout_0,INCLUDES,bodyweight glute bridge
8-week-womens-workout-routine_1,INCLUDES,bodyweight glute bridge
4-week-beginner-core-strength_0,INCLUDES,bodyweight glute bridge
4-week-beginner-core-strength_1,INCLUDES,bodyweight glute bridge
4-week-beginner-core-strength_2,INCLUDES,bodyweight glute bridge
4-week-beginner-core-strength_3,INCLUDES,bodyweight glute bridge
3-day-full-body-workout-for-tall-girls_0,INCLUDES,bodyweight glute bridge
bikini-ready-8-week-womens-workout_4,INCLUDES,bodyweight glute bridge
5-day-workout-routine-for-women_4,INCLUDES,bodyweight glute bridge
8-week-beginner-workout-for-women_0,INCLUDES,bodyweight glute bridge
12-week-push-pull-legs-for-women_5,INCLUDES,bodyweight glute bridge
3-day-at-home-womens-workout_1,INCLUDES,bodyweight glute bridge
3-day-at-home-womens-workout_2,INCLUDES,bodyweight glute bridge
12-week-fat-annihilation-workout_1,INCLUDES,bodyweight glute bridge
12-week-womens-bikini-prep-workout_2,INCLUDES,bodyweight glute bridge
muscle-and-strength-womens-fat-loss-workout_2,INCLUDES,bodyweight glute bridge
muscle-and-strength-womens-fat-loss-workout_5,INCLUDES,bodyweight glute bridge
batman-workout-routine_0,INCLUDES,sled push
batman-workout-routine_2,INCLUDES,sled push
batman-workout-routine_8,INCLUDES,sled push
batman-workout-routine_1,INCLUDES,weighted pull up
batman-workout-routine_5,INCLUDES,weighted pull up
5-day-push-pull-legs-workout-program-cycle_2,INCLUDES,weighted pull up
michael-b-jordan-workout-program_2,INCLUDES,weighted pull up
5-day-muscle-and-strength-building-workout-split_0,INCLUDES,weighted pull up
8-week-muscle-building-bodyweight-workout_7,INCLUDES,weighted pull up
batman-workout-routine_2,INCLUDES,jump rope
batman-workout-routine_8,INCLUDES,jump rope
batman-workout-routine_10,INCLUDES,jump rope
30-day-military-athlete-workout-program_3,INCLUDES,jump rope
fight-to-be-fit-workout_0,INCLUDES,jump rope
scarlett-johansson-workout-program_1,INCLUDES,jump rope
body-fat-blaster-8-week-workout_3,INCLUDES,jump rope
batman-workout-routine_7,INCLUDES,side plank
himl-4-maximum-muscle-building-workout-system.html_4,INCLUDES,side plank
himl-4-maximum-muscle-building-workout-system.html_12,INCLUDES,side plank
michael-b-jordan-workout-program_3,INCLUDES,side plank
michael-b-jordan-workout-program_6,INCLUDES,side plank
conjugate-system-beginner-powerlifting-workout-phase-2_3,INCLUDES,side plank
5-day-dumbbell-only-workout-split_1,INCLUDES,side plank
4-week-beginner-workout-for-women_2,INCLUDES,side plank
4-week-beginner-core-strength_0,INCLUDES,side plank
4-week-beginner-core-strength_1,INCLUDES,side plank
4-week-beginner-core-strength_2,INCLUDES,side plank
4-week-beginner-core-strength_3,INCLUDES,side plank
27-home-based-ab-workout.html_1,INCLUDES,side plank
marc-megna-football-training-program-meal-plan_1,INCLUDES,side plank
marc-megna-football-training-program-meal-plan_3,INCLUDES,side plank
marc-megna-football-training-program-meal-plan_5,INCLUDES,side plank
marc-megna-football-training-program-meal-plan_7,INCLUDES,side plank
marc-megna-football-training-program-meal-plan_9,INCLUDES,side plank
3-day-at-home-womens-workout_2,INCLUDES,side plank
12-week-fat-annihilation-workout_2,INCLUDES,side plank
return-to-ripped_2,INCLUDES,side plank
tactical-tabata_2,INCLUDES,side plank
batman-workout-routine_9,INCLUDES,dead bug
the-best-upper-body-workout-routine_3,INCLUDES,dead bug
brie-larson-workout-routine_0,INCLUDES,dead bug
henry-cavill-workout_2,INCLUDES,dead bug
in-season-workout-routine-for-basketball-players_0,INCLUDES,dead bug
in-season-workout-routine-for-basketball-players_1,INCLUDES,dead bug
3-day-workout-routine-and-diet-for-beginners_1,INCLUDES,dead bug
batman-workout-routine_10,INCLUDES,landmine goblet squat
brie-larson-workout-routine_1,INCLUDES,landmine goblet squat
8-week-full-body-womens-workout-routine_1,INCLUDES,landmine goblet squat
batman-workout-routine_10,INCLUDES,landmine rdl
the-best-upper-body-workout-routine_1,INCLUDES,landmine rdl
4-day-upper-lower-workout-for-tall-girls_1,INCLUDES,landmine rdl
full-body-workout-program-for-tall-guys_1,INCLUDES,landmine rdl
